,source,device,OS,test,price,booked,state,date_month,date_month_day
50857,Bing,mobile,android,0,199,1,NY,,
50984,Unknown,mobile,android,0,199,1,NJ,June,Tue
50987,Facebook,mobile,android,0,199,1,PA,April,Wed
51019,Adwords,mobile,android,0,199,1,PA,May,Sun
51075,Unknown,mobile,iOS,0,199,1,NJ,April,Fri
51104,Adwords,desktop,windows,1,299,1,NJ,April,Tue
51136,Facebook,mobile,iOS,0,199,1,NJ,April,Sun
51153,Google,mobile,iOS,1,299,1,NY,April,Fri
51306,Unknown,mobile,iOS,1,299,1,NJ,June,Fri
51343,Adwords,mobile,iOS,0,199,1,PA,June,Tue
51423,Bing,mobile,iOS,1,299,1,PA,April,Mon
51506,Bing,mobile,other,0,199,1,PA,April,Mon
51665,Adwords,mobile,android,0,199,1,NY,April,Sun
51689,Facebook,desktop,mac,0,199,1,NY,April,Wed
51707,Google,desktop,windows,0,199,1,NY,June,Wed
51820,Facebook,desktop,windows,0,199,1,NJ,May,Sat
51895,Facebook,desktop,windows,1,299,1,NJ,April,Tue
51944,Google,mobile,iOS,0,199,1,PA,April,Sun
51949,Unknown,desktop,windows,0,199,1,NJ,May,Sat
51985,Google,mobile,iOS,0,199,1,NY,May,Mon
52088,Google,desktop,linux,0,199,1,NY,June,Wed
52106,Unknown,desktop,windows,1,299,1,PA,April,Mon
52111,Unknown,desktop,windows,0,199,1,PA,June,Thu
52179,Unknown,mobile,android,1,299,1,NY,May,Tue
52351,Unknown,mobile,iOS,1,299,1,NJ,May,Fri
52353,Google,mobile,iOS,0,199,1,PA,June,Mon
52380,Adwords,mobile,android,0,199,1,NY,April,Thu
52445,Adwords,mobile,android,1,299,1,NJ,April,Wed
52480,Other,mobile,iOS,1,299,1,NY,June,Thu
52519,Other,desktop,windows,0,199,1,NY,May,Mon
52693,Facebook,desktop,windows,0,199,1,NY,April,Wed
52702,Facebook,mobile,android,1,299,1,PA,April,Tue
52836,Google,mobile,android,0,199,1,NJ,April,Sun
52866,Google,desktop,linux,0,199,1,PA,May,Mon
52878,Unknown,desktop,windows,1,299,1,NY,April,Mon
52908,Adwords,desktop,windows,0,199,1,NJ,June,Sat
52913,Adwords,desktop,windows,0,199,1,NY,May,Wed
53150,Other,mobile,android,0,199,1,NJ,June,Sat
53196,Facebook,desktop,windows,0,199,1,NJ,May,Mon
53227,Facebook,mobile,other,0,199,1,NJ,May,Sun
53234,Other,mobile,iOS,0,199,1,NY,May,Tue
53258,Adwords,desktop,windows,0,199,1,NY,,
53584,Google,mobile,iOS,1,299,1,PA,May,Wed
53633,Unknown,mobile,iOS,0,199,1,NY,May,Mon
53666,Facebook,desktop,windows,0,199,1,NJ,May,Sun
53787,Google,desktop,mac,1,299,1,PA,June,Fri
53807,Google,desktop,mac,0,199,1,NY,June,Fri
53828,Google,mobile,iOS,1,299,1,NY,April,Wed
53870,Facebook,desktop,windows,0,199,1,PA,June,Thu
53969,Facebook,mobile,iOS,0,199,1,PA,May,Sun
53977,Unknown,desktop,windows,1,299,1,NY,May,Tue
53982,Unknown,desktop,windows,1,299,1,NY,June,Fri
54011,Unknown,mobile,android,0,199,1,NY,May,Wed
54060,Unknown,mobile,iOS,1,299,1,NJ,April,Sun
54064,Adwords,desktop,windows,0,199,1,NJ,April,Thu
54130,Google,mobile,android,0,199,1,NY,June,Thu
54210,Unknown,mobile,iOS,1,299,1,NY,May,Sun
54247,Facebook,desktop,windows,0,199,1,PA,April,Sat
54268,Unknown,mobile,iOS,0,199,1,PA,April,Fri
54301,Unknown,mobile,iOS,1,299,1,NY,June,Fri
54414,Google,desktop,windows,0,199,1,PA,April,Tue
54426,Other,desktop,linux,0,199,1,NY,April,Tue
54448,Facebook,mobile,iOS,0,199,1,PA,June,Tue
54473,Adwords,mobile,iOS,0,199,1,NY,June,Thu
54546,Facebook,mobile,android,1,299,1,NY,April,Wed
54572,Facebook,mobile,iOS,1,299,1,PA,June,Wed
54628,Adwords,mobile,android,0,199,1,NJ,April,Sun
54742,Unknown,desktop,windows,1,299,1,NY,June,Mon
55002,Facebook,mobile,iOS,0,199,1,PA,June,Wed
55055,Google,desktop,windows,0,199,1,PA,May,Tue
55088,Google,mobile,iOS,0,199,1,PA,April,Sat
55128,Adwords,mobile,iOS,1,299,1,NY,June,Tue
55174,Facebook,mobile,iOS,0,199,1,NY,April,Mon
55202,Unknown,mobile,iOS,1,299,1,NJ,April,Tue
55335,Unknown,mobile,iOS,1,299,1,NJ,April,Wed
55374,Other,mobile,iOS,0,199,1,PA,April,Sun
55397,Facebook,mobile,iOS,0,199,1,NJ,May,Wed
55406,Facebook,desktop,windows,0,199,1,NY,April,Sun
55538,Unknown,mobile,iOS,1,299,1,NY,May,Fri
55582,Adwords,desktop,windows,0,199,1,NJ,April,Sun
55642,Adwords,desktop,mac,0,199,1,NY,April,Sun
55671,Unknown,mobile,android,1,299,1,NJ,May,Mon
55714,Adwords,mobile,iOS,0,199,1,NY,June,Tue
55785,Facebook,mobile,other,1,299,1,NY,June,Tue
55835,Other,mobile,iOS,1,299,1,NY,May,Mon
55879,Facebook,mobile,android,0,199,1,NJ,May,Tue
55923,Unknown,desktop,windows,0,199,1,NY,June,Tue
55979,Adwords,mobile,iOS,1,299,1,PA,April,Sun
56050,Unknown,mobile,iOS,0,199,1,PA,April,Tue
56168,Unknown,mobile,iOS,1,299,1,PA,May,Tue
56221,Bing,desktop,windows,0,199,1,NY,June,Mon
56235,Adwords,mobile,iOS,0,199,1,NY,June,Tue
56266,Adwords,mobile,iOS,1,299,1,NJ,May,Tue
56286,Adwords,mobile,iOS,1,299,1,NY,June,Mon
56298,Unknown,desktop,windows,0,199,1,NJ,April,Tue
56357,Unknown,mobile,android,0,199,1,PA,June,Mon
56360,Unknown,desktop,mac,0,199,1,NJ,April,Mon
56374,Unknown,mobile,iOS,0,199,1,NY,May,Fri
56418,Facebook,desktop,windows,0,199,1,NY,June,Wed
56689,Facebook,mobile,android,0,199,1,NY,June,Mon
56699,Google,mobile,iOS,0,199,1,NY,April,Sat
56762,Unknown,mobile,iOS,1,299,1,NY,June,Fri
56831,Facebook,desktop,windows,1,299,1,PA,May,Wed
56975,Facebook,mobile,android,1,299,1,NY,May,Sat
57021,Unknown,desktop,mac,1,299,1,NJ,June,Mon
57147,Unknown,mobile,iOS,0,199,1,PA,June,Wed
57269,Unknown,mobile,iOS,0,199,1,NJ,May,Tue
57495,Bing,mobile,other,0,199,1,PA,April,Sun
57571,Unknown,mobile,iOS,0,199,1,PA,June,Mon
57656,Facebook,desktop,mac,0,199,1,NJ,April,Sun
57712,Google,mobile,android,0,199,1,NJ,May,Fri
57728,Google,mobile,iOS,1,299,1,NY,May,Sun
57735,Bing,mobile,iOS,0,199,1,NY,June,Thu
57740,Other,desktop,windows,0,199,1,NY,May,Mon
57748,Unknown,mobile,iOS,0,199,1,NY,June,Mon
57812,Bing,mobile,android,1,299,1,NY,June,Thu
57891,Unknown,desktop,windows,1,299,1,PA,June,Tue
57935,Other,mobile,android,1,299,1,PA,May,Sun
57948,Facebook,mobile,android,0,199,1,NJ,June,Thu
58091,Facebook,mobile,iOS,1,299,1,NY,May,Mon
58092,Unknown,desktop,windows,1,299,1,NY,June,Wed
58105,Facebook,desktop,windows,1,299,1,NY,May,Thu
58116,Google,mobile,iOS,1,299,1,PA,June,Sat
58151,Adwords,mobile,iOS,0,199,1,NJ,April,Tue
58169,Adwords,mobile,iOS,0,199,1,NY,April,Mon
58193,Unknown,desktop,windows,1,299,1,NY,June,Fri
58249,Facebook,mobile,iOS,0,199,1,NY,May,Tue
58267,Facebook,desktop,mac,0,199,1,NJ,June,Sun
58298,Unknown,mobile,iOS,0,199,1,NY,May,Thu
58312,Facebook,desktop,windows,0,199,1,NY,April,Sun
58414,Facebook,mobile,iOS,0,199,1,PA,June,Fri
58440,Unknown,desktop,windows,0,199,1,NY,April,Sun
58543,Unknown,desktop,windows,1,299,1,NY,May,Sat
58558,Bing,mobile,android,0,199,1,NJ,April,Sat
58562,Facebook,mobile,iOS,0,199,1,NJ,April,Fri
58610,Facebook,mobile,android,0,199,1,NJ,June,Thu
58657,Google,desktop,windows,0,199,1,NY,April,Wed
58662,Google,desktop,windows,0,199,1,PA,June,Fri
58698,Facebook,desktop,windows,1,299,1,NY,June,Sat
58722,Google,desktop,linux,0,199,1,PA,May,Fri
58723,Google,desktop,windows,0,199,1,PA,June,Wed
58842,Adwords,mobile,android,0,199,1,PA,June,Mon
58899,Unknown,desktop,mac,0,199,1,NY,May,Mon
58945,Facebook,mobile,android,0,199,1,NY,April,Thu
58949,Unknown,mobile,iOS,0,199,1,NY,June,Tue
59119,Google,desktop,linux,0,199,1,PA,April,Sat
59278,Unknown,mobile,other,0,199,1,PA,April,Fri
59356,Adwords,desktop,windows,0,199,1,NY,April,Sun
59425,Unknown,desktop,mac,1,299,1,PA,April,Sat
59449,Facebook,mobile,android,0,199,1,NY,May,Thu
59497,Google,desktop,mac,0,199,1,NJ,June,Fri
59617,Facebook,mobile,iOS,0,199,1,NY,May,Thu
59798,Facebook,mobile,iOS,0,199,1,NJ,,
59806,Unknown,mobile,iOS,0,199,1,NY,May,Mon
59870,Facebook,desktop,mac,0,199,1,NJ,May,Mon
59900,Facebook,mobile,iOS,0,199,1,NJ,May,Sat
59989,Unknown,mobile,iOS,0,199,1,PA,April,Sun
60022,Adwords,desktop,mac,0,199,1,PA,May,Tue
60065,Google,desktop,windows,0,199,1,NJ,June,Mon
60158,Google,mobile,iOS,1,299,1,PA,April,Thu
60192,Google,mobile,iOS,1,299,1,NY,May,Wed
60210,Adwords,mobile,iOS,0,199,1,PA,May,Sun
60291,Facebook,mobile,iOS,0,199,1,NY,June,Thu
60298,Other,mobile,iOS,0,199,1,NY,May,Sun
60356,Google,mobile,android,0,199,1,NY,May,Mon
60373,Google,mobile,android,0,199,1,NJ,May,Sun
60465,Google,mobile,iOS,1,299,1,NY,June,Sat
60482,Facebook,mobile,iOS,1,299,1,NJ,June,Mon
60512,Facebook,mobile,iOS,0,199,1,NY,May,Fri
60637,Google,desktop,windows,0,199,1,PA,April,Sat
60642,Unknown,mobile,iOS,0,199,1,PA,May,Fri
60645,Adwords,desktop,windows,0,199,1,NY,June,Tue
60698,Facebook,desktop,mac,0,199,1,PA,April,Tue
60760,Adwords,desktop,windows,0,199,1,PA,April,Thu
60876,Bing,mobile,iOS,0,199,1,PA,April,Sun
60933,Facebook,mobile,iOS,0,199,1,PA,June,Thu
60967,Facebook,mobile,iOS,0,199,1,NY,May,Wed
60986,Adwords,mobile,other,1,299,1,NJ,April,Tue
60995,Google,mobile,iOS,0,199,1,NJ,June,Fri
60996,Facebook,mobile,iOS,0,199,1,PA,June,Thu
61082,Adwords,mobile,iOS,0,199,1,NY,May,Wed
61123,Adwords,desktop,windows,0,199,1,NY,April,Sun
61189,Facebook,mobile,iOS,0,199,1,PA,May,Thu
61191,Facebook,mobile,android,0,199,1,NJ,May,Fri
61240,Unknown,desktop,windows,1,299,1,PA,June,Tue
61279,Google,mobile,iOS,0,199,1,PA,June,Thu
61302,Facebook,desktop,windows,0,199,1,NY,April,Wed
61342,Unknown,desktop,windows,0,199,1,NJ,April,Sat
61368,Adwords,desktop,mac,0,199,1,PA,April,Sun
61405,Unknown,mobile,iOS,0,199,1,PA,May,Thu
61409,Facebook,desktop,mac,0,199,1,PA,April,Wed
61676,Unknown,mobile,android,0,199,1,PA,May,Sun
61682,Adwords,desktop,windows,1,299,1,NY,June,Wed
61800,Adwords,mobile,iOS,0,199,1,PA,April,Thu
61836,Adwords,desktop,windows,1,299,1,NJ,May,Mon
61848,Facebook,mobile,android,0,199,1,NY,May,Wed
61861,Google,desktop,windows,1,299,1,PA,June,Thu
61876,Facebook,mobile,iOS,0,199,1,NJ,July,Sat
61896,Google,mobile,android,1,299,1,NJ,May,Sun
61897,Unknown,desktop,windows,0,199,1,NY,April,Sun
61923,Google,desktop,windows,1,299,1,PA,May,Fri
61981,Facebook,desktop,windows,0,199,1,NY,May,Wed
61995,Facebook,mobile,other,0,199,1,PA,June,Wed
61997,Unknown,mobile,iOS,1,299,1,PA,April,Tue
62058,Unknown,mobile,other,0,199,1,NJ,May,Mon
62148,Adwords,mobile,android,1,299,1,NY,April,Sat
62151,Adwords,desktop,windows,0,199,1,NY,May,Fri
62166,Facebook,desktop,windows,1,299,1,NJ,June,Sun
62220,Unknown,desktop,windows,1,299,1,PA,April,Mon
62238,Facebook,mobile,iOS,0,199,1,PA,May,Thu
62242,Unknown,mobile,android,0,199,1,NJ,May,Thu
62340,Facebook,desktop,windows,1,299,1,NY,April,Fri
62360,Google,mobile,android,0,199,1,PA,June,Sat
62415,Adwords,mobile,iOS,1,299,1,NY,June,Thu
62492,Unknown,mobile,other,0,199,1,NY,April,Tue
62568,Google,desktop,mac,0,199,1,NY,May,Mon
62612,Adwords,desktop,windows,0,199,1,NJ,May,Fri
62615,Unknown,mobile,iOS,1,299,1,NY,May,Fri
62629,Adwords,mobile,iOS,0,199,1,NJ,June,Tue
62652,Unknown,desktop,mac,0,199,1,NJ,April,Thu
62676,Facebook,mobile,android,0,199,1,NY,April,Mon
62864,Facebook,desktop,windows,0,199,1,NJ,May,Mon
62881,Adwords,desktop,windows,0,199,1,NY,May,Wed
62886,Google,mobile,iOS,0,199,1,NY,April,Mon
62931,Google,desktop,windows,0,199,1,NY,May,Fri
62962,Facebook,desktop,windows,0,199,1,PA,June,Fri
62988,Google,desktop,windows,1,299,1,NJ,June,Sun
63006,Facebook,mobile,android,1,299,1,NY,June,Thu
63045,Google,desktop,windows,1,299,1,NY,May,Tue
63120,Google,desktop,windows,0,199,1,NY,April,Thu
63177,Google,mobile,android,0,199,1,NJ,,
63251,Google,desktop,windows,1,299,1,PA,April,Wed
63273,Unknown,desktop,windows,1,299,1,PA,June,Fri
63305,Unknown,mobile,iOS,0,199,1,NJ,April,Tue
63317,Unknown,mobile,android,0,199,1,NY,June,Tue
63346,Adwords,mobile,android,0,199,1,NJ,April,Wed
63357,Adwords,mobile,other,0,199,1,PA,June,Tue
63420,Adwords,mobile,android,1,299,1,NJ,May,Mon
63515,Unknown,desktop,mac,0,199,1,NJ,April,Mon
63520,Adwords,mobile,iOS,0,199,1,NY,June,Mon
63532,Adwords,mobile,android,0,199,1,NJ,June,Wed
63615,Facebook,mobile,other,0,199,1,NJ,June,Tue
63656,Google,desktop,windows,1,299,1,NY,April,Wed
63669,Google,mobile,iOS,0,199,1,NY,April,Tue
63925,Bing,desktop,windows,1,299,1,NY,May,Tue
63967,Facebook,desktop,mac,0,199,1,NJ,April,Thu
64003,Facebook,desktop,windows,0,199,1,PA,April,Tue
64030,Facebook,desktop,windows,0,199,1,NY,May,Tue
64046,Facebook,mobile,iOS,0,199,1,NY,June,Thu
64074,Adwords,desktop,windows,0,199,1,NY,April,Mon
64099,Unknown,desktop,windows,0,199,1,PA,April,Sun
64114,Unknown,mobile,iOS,1,299,1,NJ,April,Wed
64228,Bing,desktop,windows,0,199,1,NJ,April,Wed
64243,Bing,desktop,windows,0,199,1,NJ,April,Tue
64253,Google,mobile,iOS,1,299,1,NY,June,Sat
64289,Google,mobile,iOS,0,199,1,NJ,April,Fri
64312,Unknown,mobile,iOS,1,299,1,PA,April,Tue
64353,Bing,desktop,windows,0,199,1,NJ,May,Thu
64461,Bing,desktop,windows,0,199,1,NJ,April,Tue
64504,Adwords,desktop,mac,1,299,1,NY,May,Wed
64558,Unknown,mobile,android,0,199,1,NY,May,Tue
64623,Google,mobile,iOS,1,299,1,NJ,April,Sun
64624,Unknown,mobile,iOS,1,299,1,PA,June,Mon
64859,Unknown,desktop,windows,1,299,1,NJ,April,Tue
64938,Unknown,desktop,windows,1,299,1,NY,June,Tue
64951,Other,desktop,windows,0,199,1,PA,April,Mon
65106,Facebook,desktop,windows,1,299,1,NY,June,Sat
65194,Facebook,mobile,android,0,199,1,NJ,May,Sun
65343,Facebook,mobile,iOS,0,199,1,PA,May,Tue
65352,Unknown,desktop,windows,1,299,1,PA,June,Tue
65388,Facebook,mobile,other,0,199,1,PA,June,Fri
65476,Adwords,mobile,android,1,299,1,PA,June,Tue
65491,Facebook,mobile,iOS,0,199,1,PA,June,Sun
65509,Google,mobile,iOS,0,199,1,NY,May,Tue
65540,Adwords,mobile,android,1,299,1,PA,May,Mon
65578,Facebook,mobile,iOS,0,199,1,NY,May,Fri
65609,Adwords,mobile,android,0,199,1,NJ,April,Mon
65619,Facebook,desktop,mac,0,199,1,PA,May,Wed
65622,Adwords,desktop,windows,1,299,1,PA,May,Fri
65635,Other,mobile,android,0,199,1,NY,May,Wed
65701,Google,desktop,mac,0,199,1,NY,June,Sun
65702,Google,desktop,windows,0,199,1,PA,April,Tue
65848,Unknown,mobile,iOS,1,299,1,NJ,,
65872,Unknown,desktop,windows,0,199,1,NJ,May,Sat
65932,Google,mobile,iOS,1,299,1,NY,April,Mon
65961,Google,desktop,windows,0,199,1,NY,April,Wed
65989,Adwords,desktop,mac,1,299,1,PA,,
66000,Bing,desktop,mac,0,199,1,NY,April,Mon
66007,Unknown,mobile,android,1,299,1,NY,June,Fri
66044,Bing,mobile,iOS,1,299,1,PA,June,Sat
66428,Facebook,desktop,mac,0,199,1,NJ,May,Wed
66463,Bing,mobile,android,0,199,1,PA,May,Tue
66465,Adwords,mobile,iOS,0,199,1,NJ,April,Thu
66509,Facebook,mobile,iOS,0,199,1,PA,June,Fri
66556,Facebook,mobile,iOS,1,299,1,NY,June,Mon
66642,Unknown,desktop,mac,1,299,1,PA,May,Thu
66649,Google,desktop,windows,0,199,1,PA,June,Mon
66672,Google,desktop,windows,0,199,1,NY,April,Thu
66719,Other,mobile,android,0,199,1,NY,May,Wed
66744,Google,mobile,iOS,1,299,1,NY,June,Mon
66872,Facebook,mobile,android,1,299,1,NY,,
66884,Adwords,mobile,android,0,199,1,PA,May,Wed
67019,Facebook,desktop,windows,0,199,1,NY,April,Sat
67028,Bing,desktop,windows,0,199,1,NY,June,Mon
67066,Facebook,mobile,android,0,199,1,NY,,
67071,Facebook,mobile,iOS,0,199,1,NY,May,Sun
67136,Unknown,mobile,iOS,1,299,1,NY,June,Mon
67203,Facebook,desktop,windows,0,199,1,NY,May,Sun
67272,Facebook,desktop,windows,0,199,1,NJ,June,Sun
67278,Google,desktop,mac,0,199,1,PA,June,Mon
67291,Facebook,mobile,android,0,199,1,NY,April,Mon
67422,Adwords,mobile,iOS,0,199,1,NJ,May,Thu
67438,Facebook,mobile,iOS,0,199,1,NJ,June,Sat
67536,Adwords,desktop,windows,0,199,1,NJ,May,Thu
67543,Adwords,desktop,windows,0,199,1,PA,May,Thu
67545,Unknown,desktop,windows,1,299,1,PA,,
67548,Adwords,desktop,windows,0,199,1,NY,June,Mon
67549,Facebook,desktop,mac,0,199,1,NY,May,Sun
67566,Unknown,mobile,iOS,0,199,1,NY,May,Tue
67587,Facebook,mobile,iOS,0,199,1,NY,April,Wed
67624,Adwords,desktop,windows,0,199,1,NY,May,Thu
67668,Adwords,desktop,windows,0,199,1,NY,April,Thu
67824,Adwords,mobile,iOS,1,299,1,PA,June,Mon
67882,Unknown,mobile,android,0,199,1,NY,June,Fri
67887,Adwords,mobile,android,0,199,1,NY,April,Sat
67911,Unknown,desktop,windows,0,199,1,PA,June,Fri
67984,Facebook,mobile,iOS,1,299,1,NJ,May,Fri
67994,Facebook,mobile,iOS,0,199,1,NJ,June,Mon
68016,Unknown,mobile,android,0,199,1,PA,May,Sun
68039,Facebook,mobile,android,0,199,1,NY,May,Tue
68054,Other,desktop,mac,0,199,1,PA,April,Thu
68136,Adwords,mobile,android,0,199,1,NY,,
68174,Google,mobile,iOS,0,199,1,PA,June,Tue
68213,Unknown,mobile,iOS,0,199,1,PA,June,Tue
68260,Other,mobile,iOS,1,299,1,NY,June,Thu
68286,Other,mobile,iOS,0,199,1,NJ,May,Fri
68340,Adwords,mobile,iOS,1,299,1,NJ,May,Wed
68375,Unknown,mobile,android,1,299,1,PA,June,Tue
68414,Unknown,desktop,mac,1,299,1,NY,,
68425,Facebook,desktop,windows,0,199,1,NJ,April,Thu
68468,Google,mobile,android,0,199,1,PA,June,Thu
68501,Facebook,desktop,windows,0,199,1,NY,April,Sat
68519,Unknown,mobile,iOS,1,299,1,NY,May,Tue
68524,Facebook,desktop,mac,1,299,1,PA,June,Tue
68535,Google,desktop,windows,0,199,1,NJ,May,Wed
68705,Facebook,desktop,windows,0,199,1,NY,June,Thu
68733,Facebook,mobile,iOS,0,199,1,NY,May,Thu
68804,Facebook,mobile,iOS,0,199,1,PA,April,Fri
68836,Facebook,mobile,iOS,0,199,1,NY,June,Wed
68867,Adwords,desktop,mac,0,199,1,NY,June,Thu
68873,Adwords,mobile,iOS,0,199,1,NY,May,Sun
68916,Google,mobile,android,1,299,1,NJ,May,Mon
69071,Unknown,desktop,windows,0,199,1,NJ,April,Fri
69148,Bing,mobile,iOS,0,199,1,NY,May,Thu
69197,Google,mobile,android,0,199,1,PA,,
69262,Unknown,desktop,mac,1,299,1,PA,April,Sun
69521,Adwords,mobile,android,1,299,1,PA,June,Tue
69653,Adwords,desktop,mac,0,199,1,NJ,June,Mon
69697,Google,mobile,android,0,199,1,NY,May,Wed
69701,Facebook,mobile,iOS,1,299,1,NY,May,Fri
69722,Google,mobile,iOS,1,299,1,NJ,,
69773,Facebook,mobile,iOS,1,299,1,NY,April,Fri
69854,Facebook,mobile,android,1,299,1,PA,June,Fri
69863,Adwords,desktop,windows,0,199,1,NY,May,Sun
69924,Google,mobile,iOS,1,299,1,PA,April,Tue
69958,Facebook,desktop,mac,0,199,1,PA,June,Mon
70055,Unknown,mobile,other,1,299,1,PA,April,Thu
70083,Facebook,mobile,iOS,1,299,1,PA,May,Tue
70119,Facebook,mobile,iOS,0,199,1,NJ,May,Tue
70133,Unknown,desktop,windows,0,199,1,PA,April,Wed
70205,Adwords,mobile,android,0,199,1,NY,May,Sat
70230,Facebook,mobile,iOS,1,299,1,NY,April,Sat
70364,Facebook,mobile,iOS,1,299,1,NJ,June,Tue
70586,Unknown,desktop,mac,0,199,1,NJ,April,Fri
70621,Facebook,mobile,iOS,1,299,1,NJ,May,Wed
70754,Unknown,desktop,windows,1,299,1,NJ,April,Thu
70780,Facebook,mobile,iOS,1,299,1,NJ,June,Thu
70888,Other,desktop,windows,0,199,1,NJ,June,Mon
71007,Unknown,mobile,iOS,0,199,1,NY,May,Wed
71024,Google,mobile,iOS,1,299,1,NY,May,Thu
71136,Unknown,desktop,windows,0,199,1,NJ,April,Wed
71155,Facebook,mobile,iOS,0,199,1,PA,May,Sun
71207,Facebook,desktop,windows,0,199,1,NJ,April,Mon
71218,Google,desktop,windows,1,299,1,NJ,April,Sun
71446,Facebook,mobile,android,0,199,1,PA,April,Sat
71527,Facebook,mobile,iOS,1,299,1,NJ,June,Thu
71573,Unknown,mobile,android,1,299,1,NJ,June,Fri
71588,Facebook,desktop,windows,0,199,1,NY,April,Sun
71722,Unknown,desktop,windows,0,199,1,NJ,May,Thu
71800,Google,mobile,other,1,299,1,NY,May,Sat
71893,Unknown,desktop,mac,1,299,1,NY,,
71907,Google,mobile,iOS,0,199,1,NY,April,Mon
72115,Adwords,mobile,iOS,1,299,1,NY,June,Mon
72126,Google,mobile,iOS,0,199,1,NY,May,Tue
72175,Other,desktop,windows,0,199,1,NY,May,Sun
72254,Unknown,mobile,android,0,199,1,NY,May,Wed
72296,Google,desktop,windows,0,199,1,PA,June,Fri
72341,Facebook,mobile,iOS,1,299,1,NJ,May,Mon
72420,Google,desktop,windows,1,299,1,NY,April,Fri
72495,Other,mobile,android,0,199,1,PA,June,Sun
72520,Facebook,mobile,iOS,0,199,1,NY,May,Fri
72526,Adwords,desktop,windows,0,199,1,NY,June,Fri
72679,Facebook,mobile,android,1,299,1,NY,April,Wed
72682,Unknown,mobile,iOS,0,199,1,PA,May,Fri
72720,Unknown,mobile,iOS,0,199,1,NJ,May,Thu
72738,Bing,desktop,windows,1,299,1,NY,April,Wed
72754,Google,mobile,iOS,1,299,1,NY,April,Mon
72756,Adwords,mobile,android,1,299,1,PA,,
72830,Facebook,mobile,iOS,0,199,1,NY,April,Tue
72862,Facebook,desktop,windows,1,299,1,NJ,June,Thu
73056,Facebook,mobile,iOS,0,199,1,NY,May,Tue
73091,Facebook,mobile,android,1,299,1,NY,April,Thu
73115,Unknown,mobile,iOS,1,299,1,NY,May,Wed
73215,Facebook,mobile,android,1,299,1,NJ,April,Wed
73230,Adwords,desktop,mac,0,199,1,NJ,April,Mon
73231,Google,mobile,iOS,0,199,1,NJ,May,Tue
73232,Adwords,mobile,android,0,199,1,NY,May,Sat
73264,Unknown,desktop,windows,0,199,1,NJ,June,Sat
73344,Adwords,mobile,iOS,0,199,1,PA,June,Thu
73484,Adwords,mobile,iOS,0,199,1,NY,April,Thu
73495,Unknown,desktop,windows,0,199,1,NJ,April,Sun
73501,Facebook,mobile,iOS,0,199,1,NJ,April,Tue
73531,Google,desktop,windows,0,199,1,NY,April,Thu
73592,Facebook,mobile,iOS,0,199,1,NY,May,Sat
73595,Unknown,mobile,iOS,0,199,1,PA,May,Wed
73599,Adwords,mobile,iOS,1,299,1,PA,June,Sun
73632,Adwords,mobile,iOS,0,199,1,NY,April,Wed
73652,Google,desktop,windows,0,199,1,PA,April,Mon
73671,Facebook,mobile,iOS,0,199,1,PA,June,Fri
73715,Facebook,mobile,android,0,199,1,NY,May,Fri
73796,Unknown,desktop,mac,0,199,1,NJ,April,Sun
73888,Unknown,mobile,android,0,199,1,NJ,May,Sun
73899,Unknown,mobile,iOS,0,199,1,NY,June,Thu
74057,Google,desktop,windows,0,199,1,NJ,June,Sat
74063,Google,desktop,mac,0,199,1,NY,April,Wed
74193,Google,desktop,windows,0,199,1,PA,April,Sat
74212,Adwords,desktop,windows,1,299,1,PA,April,Sun
74219,Facebook,mobile,iOS,0,199,1,PA,June,Wed
74228,Facebook,mobile,android,0,199,1,PA,April,Fri
74296,Adwords,mobile,iOS,0,199,1,NJ,June,Sat
74576,Unknown,mobile,iOS,1,299,1,PA,May,Wed
74586,Unknown,mobile,iOS,1,299,1,PA,April,Fri
74664,Unknown,desktop,windows,0,199,1,PA,May,Mon
74691,Facebook,mobile,other,0,199,1,NJ,May,Sat
74796,Facebook,mobile,android,0,199,1,NJ,May,Wed
74827,Adwords,mobile,android,0,199,1,PA,May,Mon
74839,Facebook,desktop,windows,0,199,1,PA,May,Mon
74857,Facebook,mobile,android,0,199,1,NY,April,Tue
74872,Unknown,desktop,mac,1,299,1,PA,April,Sun
74892,Unknown,desktop,windows,0,199,1,PA,June,Sun
74918,Adwords,desktop,windows,0,199,1,NJ,June,Fri
74969,Facebook,mobile,iOS,0,199,1,NJ,April,Fri
74988,Bing,mobile,iOS,1,299,1,PA,May,Thu
75166,Unknown,mobile,android,0,199,1,NY,April,Mon
75296,Facebook,desktop,windows,0,199,1,PA,May,Mon
75303,Google,mobile,iOS,0,199,1,NY,May,Thu
75360,Google,desktop,windows,0,199,1,PA,June,Sun
75369,Facebook,desktop,windows,0,199,1,NY,June,Sat
75416,Unknown,mobile,android,1,299,1,NJ,May,Mon
75509,Adwords,desktop,mac,1,299,1,PA,May,Fri
75591,Adwords,desktop,windows,0,199,1,NY,May,Sat
75600,Adwords,mobile,iOS,0,199,1,PA,April,Sun
75687,Bing,mobile,iOS,0,199,1,PA,June,Fri
75865,Facebook,desktop,windows,1,299,1,PA,April,Wed
75872,Unknown,mobile,iOS,0,199,1,NY,May,Tue
75909,Google,mobile,iOS,0,199,1,PA,June,Thu
75923,Google,mobile,iOS,0,199,1,PA,June,Sat
75975,Unknown,mobile,other,1,299,1,PA,April,Tue
